file,label,page,text,id,surrounding_text
Def730-CL20192911-042622_readable.pdf,timexy,7,11/05/11,"TIMEX3 type=""DATE"" value=""2011-05-11T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 "
Def730-CL20192911-042622_readable.pdf,timexy,7,11/09/11,"TIMEX3 type=""DATE"" value=""2011-09-11T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 "
Def730-CL20192911-042622_readable.pdf,timexy,7,01/07/14,"TIMEX3 type=""DATE"" value=""2014-07-01T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 "
Def730-CL20192911-042622_readable.pdf,timexy,7,01/07/14,"TIMEX3 type=""DATE"" value=""2014-07-01T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 "
Def730-CL20192911-042622_readable.pdf,timexy,7,07/11/14,"TIMEX3 type=""DATE"" value=""2014-11-07T00:00:00""","RCID:12/18/15  OCID:07/11/14  LOCD:9  TYPE:11  POWR:G  VEH  :12 
BODY:0  CLAS:AC  *-YR:14  REC  STATUS:  09/16/2015  RENEWAL  NOTICE 
EXTRACTED  12/25/15  SMOG  DUE  12/14/17  04/14/11  SALVAGED 
04/14/11  PREV  LIC  5XGT203  CLEARANCE  INFORMATION 
RECORDS;  OFFICE  WORK  DATE  TECH/ID  SEQ  #  VALUE  FICHE  DATE  TTC 
141  11/05/11  12  4899  00102.00  11/09/11  POT  C74  11/13/12  5T  0007 
00103.00  11/17/12  HOO  CNO  01/07/14  02  1081  00083,00  01/07/14  POT 
140  10/17/13  0 "
Def730-CL20192911-042622_readable.pdf,timexy,7,03/03/14,"TIMEX3 type=""DATE"" value=""2014-03-03T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,7,01/01/15,"TIMEX3 type=""DATE"" value=""2015-01-01T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,7,01/01/15,"TIMEX3 type=""DATE"" value=""2015-01-01T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,timexy,7,03/03/2014,"TIMEX3 type=""DATE"" value=""2014-03-03T00:00:00""","1.7835  00083.00  PRIOR  SUSPENSE  662  07/11/14  27  0021  00042.00 
07/16/14  FOO  662  03/03/14  27  0054  00042.00  PRIOR  SUSPENSE  662 
12/30/14  12  0022  00113.00  01/01/15  HOO  662  12/30/14  12  5022 
00103,00  01/01/15  HOO  C45  12/18/15  SC  0022  00103,00  12/25/15  HOO 
C45  12/18/15  SC  5022  00059.00  12/25/15  HOO  03/03/2014-ODOMETER: 
90,000  MILES  ACTUAL  MILEAGE  END  CJIS-SVS  RESPONSE  FOR 
1YYX,QVK.CA0194200.LIC/6PUES2Z2,LIS/NO  HITSNO  NEAR  MISS "
Def730-CL20192911-042622_readable.pdf,DATE,7,1A61-  05/21/16,,"unit 
ip 
1A61-  05/21/16  22:22:30  1A 
WS "
Def730-CL20192911-042622_readable.pdf,DATE,9,"Saturday 
0/21/2016",,"Saturday 
0/21/2016 "
Def730-CL20192911-042622_readable.pdf,DATE,9,30  DAY,,"JUAREZ  ARR  FOR  40K  WARR.  CITED  FOR 
4000  A  1  VC  16028  A  AND  14601  VC 
COMPLETED  30  DAY  IMPOUND, "
Def733-CL20192911-050222_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /@eh)_733 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911 "
Def733-CL20192911-050222_readable.pdf,timexy,2,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","Sat,  May  21,  11:52  PM "
Def771-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  Det 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911"
Def772-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Oefs__772 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def773-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""",04/11/2022 
Def773-CL20192911-051622_readable.pdf,DATE,1,"3 
Date",,"PLT/ Ge  3 
Date: 
Judge: 
Case:  CL-2019-0002911  DEPPN0002656 "
Def782-CL20192911-042722_readable.pdf,timexy,1,May  24,"TIMEX3 type=""DATE"" value=""2024-05-01T00:00:00""","May  24,  2016 "
Def782-CL20192911-042722_readable.pdf,timexy,1,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","As  you  may  be  aware,  your  client  and  Amber’s  husband,  Johnny  Depp,  violently  attacked 
and  threatened  Amber  on  Saturday  night,  May  21°%  in  their  penthouse  apartment  located  at  849 
S.  Broadway.  There  are  several  witnesses  to  this  particular  incident,  and  there  are  photographs 
depicting  the  property  damage  Johnny  caused,  as  well  as  the  physical  injuries  he  inflicted  on 
Amber. "
Def782-CL20192911-042722_readable.pdf,DATE,1,six  months,,"Unfortunately,  this  is  not  the  first  incident  of  domestic  violence  perpetrated  by  Johnny 
against  Amber.  In  fact,  there  have  been  two  other  incidents  in  the  past  six  months.  Although 
Amber  is  afraid  of  Johnny,  she  strongly  insists  that  we  do  everything  possible  to  keep  this 
personal  matter  out  of  the  media  spotlight,  which  is  why  she  has  not  yet  sought  a  CLETS  DV  TRO 
and  why  we  did  not  arrange  for  Johnny  to  have  been  personally  served  at  last  night's  movie 
premiere. "
Def782-CL20192911-042722_readable.pdf,timexy,1,May  27,"TIMEX3 type=""DATE"" value=""2027-05-01T00:00:00""","Amber  wishes  to  work  quickly  towards  a  private  and  amicable  resolution  of  al]  matters, 
but  she  will  need  Johnny's  immediate  cooperation  to  do  so. 
To  this  end,  please  have  Johnny 
promptly  sign  and  return  by  Friday,  May  27,  2016,  the  enclosed  Notice  and  Acknowledgment  of 
Receipt  form  (FL-117  form)  confirming  service  of  the  Summons,  Petition,  Family  Law  Case  Cover 
Sheet  and  blank  Response  (FL-120  form).  If  the  requested  Notice  is  not  signed  and  the  original 
executed  form  is  not  returned  to  me  by  May  27"",  we  will  have  no  alternative  but  to  arrange  for 
Johnny  to  be  personally  served. "
Def782-CL20192911-042722_readable.pdf,timexy,1,May  27,"TIMEX3 type=""DATE"" value=""2027-05-01T00:00:00""","Amber  wishes  to  work  quickly  towards  a  private  and  amicable  resolution  of  al]  matters, 
but  she  will  need  Johnny's  immediate  cooperation  to  do  so. 
To  this  end,  please  have  Johnny 
promptly  sign  and  return  by  Friday,  May  27,  2016,  the  enclosed  Notice  and  Acknowledgment  of 
Receipt  form  (FL-117  form)  confirming  service  of  the  Summons,  Petition,  Family  Law  Case  Cover 
Sheet  and  blank  Response  (FL-120  form).  If  the  requested  Notice  is  not  signed  and  the  original 
executed  form  is  not  returned  to  me  by  May  27"",  we  will  have  no  alternative  but  to  arrange  for 
Johnny  to  be  personally  served. "
Def782-CL20192911-042722_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /GefQ 
782 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def782-CL20192911-042722_readable.pdf,timexy,2,May  27,"TIMEX3 type=""DATE"" value=""2027-05-01T00:00:00""","driving,  with  Johnny  to  continue  to  make  all  payments  for  any  encumbrances  thereon;  (iii) 
exclusive  use  and  possession  of  849  S.  Broadway,  Penthouse  Nos.  1, 
3  and  5  with  Johnny  to 
continue  to  pay  mortgage,  utilities,  etc.  associated  therewith;  and  (iv)  a  contribution  towards  her 
reasonable  and  necessary  attorney's  fees  in  the  amount  of  $100,000  and  $25,000  for  forensic 
accounting  costs,  to  be  paid  to  my  firm  by  close  of  business  (5:00  pm)  on  May  27,  2016. "
Def797-CL20192911-051822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","Def: 
PLT / 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def799-CL20192911-051822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /  Beh)  [a8 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def800-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  (Deft  g00. 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911   "
Def801-CL20192911-051622_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Gef:)___801 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911 "
Def844-CL20192911-041422_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","844 
PLT  / 
Date:  04/11/2022 
Judge: 
PSA 
Case:  CL-2019-0002911"
Def866-CL20192911-042122_readable.pdf,timexy,1,9/6/2016,"TIMEX3 type=""DATE"" value=""2016-06-09T00:00:00""","Timestamp:  9/6/2016 
11:00:39  PM(UTC-7) "
Def866-CL20192911-042122_readable.pdf,timexy,1,9/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-09T00:00:00""","Read:  9/7/2016  2:56:19 
AM(UTC-7) "
Def866-CL20192911-042122_readable.pdf,timexy,1,9/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-09T00:00:00""","Read:  9/7/2016  2:56:19 
AM(UTC-7) "
Def866-CL20192911-042122_readable.pdf,timexy,1,9/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-09T00:00:00""","Read:  9/7/2016  2:56:19 
AM(UTC-7) "
Def866-CL20192911-042122_readable.pdf,DATE,1,"more 
weeks",,"Direction: 
Outgoing 
Body: 
You  are.  the  sweetest!!!  By  the  way,  just  for  your  own 
edification... 
|  was  high  as  a  muthafucka  when  |  made  that  film... 
Haha!!!  And,  yes...  I'm  doing  really,  really  well,  my  sweet 
Erin...  Laying  low.  Letting  the  Serpent  devour  its  own 
tail...  Hanging  on  the  outskirts  of  nowhere  for  a  few  more 
weeks...!!! 
Home  soon!!! 
Love  you,  angel... 
x. 
JD 
  
Source  Extraction:  Logical  (1) "
Def866-CL20192911-042122_readable.pdf,timexy,1,9/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-09T00:00:00""","Read:  9/7/2016  2:56:19 
AM(UTC-7) "
Def866-CL20192911-042122_readable.pdf,timexy,1,9/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-09T00:00:00""","Read:  9/7/2016  2:56:19 
AM(UTC-7) "
Def866-CL20192911-042122_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT/  Bef) 
866 
Date:  04/11/2022 
PSA 
Judge: 
Case:  CL-2019-0002911"
Def874A-CL20192911-042822_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","pLT/6eh  SIU 
Date  04/11/2022 
Judge  PSA "
Def874A-CL20192911-042822_readable.pdf,DATE,7,last  week,,"Thanks.  |  got  a  call  from 
Disney  last  week  saying  he  showed  up  5  hours  late  for  adr  work  in 
London  for  pirates  5. 
starts  work  on  this  next  project  in  la. "
Def974-CL20192911-041322_readable.pdf,timexy,1,02/11/08,"TIMEX3 type=""DATE"" value=""2008-11-02T00:00:00""",02/11/08 
Def974-CL20192911-041322_readable.pdf,timexy,1,04/11/2022,"TIMEX3 type=""DATE"" value=""2022-11-04T00:00:00""","PLT  /Ge)__974 
Date:  04/11/2022 
Judge: 
PSA 
'Case:  CL-2019-0002911 "
