file,label,page,text,id,surrounding_text,link
2.pdf,timexy,2,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=2
2.pdf,timexy,3,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=3
2.pdf,timexy,4,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=4
2.pdf,timexy,4,December  2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","13. He  says  that,  during  the  December  2015  incident,  I  violently  attacked  him  and ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=4
2.pdf,DATE,4,16 December,,while I was getting my hair and makeup done in PH 5 on 16 December to cover up the ,https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=4
2.pdf,timexy,5,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5
2.pdf,timexy,5,April 2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","16. I did not punch Johnny after my birthday party in April 2016, as he alleges. I did not ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5
2.pdf,timexy,5,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""",throw anything at him during the March 2015 staircase incident.  I recall that Johnny ,https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5
2.pdf,timexy,5,June  2013,"TIMEX3 type=""DATE"" value=""2013-06-01T00:00:00""","21. In  June  2013,  in  the  early  days  of  our relationship,  Johnny  and  I  were  in  Hicksville, ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5
2.pdf,DATE,5,early  days,,"21. In  June  2013,  in  the  early  days  of  our relationship,  Johnny  and  I  were  in  Hicksville, ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5
2.pdf,timexy,6,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=6
2.pdf,timexy,6,April  2016,"TIMEX3 type=""DATE"" value=""2016-04-01T00:00:00""","22. Sometime  before  my  birthday  in  April  2016,  I  remember  that  I  had  to  postpone  an ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=6
2.pdf,timexy,6,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""","24. Except for after the violence on 15 December 2015, I didn’t seek medical treatment for ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=6
2.pdf,timexy,7,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=7
2.pdf,timexy,7,"December 

2015","TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=7
2.pdf,timexy,7,August  16,"TIMEX3 type=""DATE"" value=""2016-08-01T00:00:00""","August  16,  2016  Petitioner  dismissed  her  Request  for  Domestic  Violence ",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=7
2.pdf,timexy,8,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=8
2.pdf,timexy,8,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=8
2.pdf,timexy,9,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=9
3.pdf,timexy,1,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=1
3.pdf,DATE,1,next week,,ahead next week. I am informed that the Claimant has raised concern about the trial ,https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=1
3.pdf,timexy,2,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=2
3.pdf,DATE,2,Four  years  later,,"Four  years  later,  I  am  still  having  to  participate  in  costly  litigation  and  give  public ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=2
3.pdf,DATE,2,the past,,"escaped the physical abuse, but for the past four years he has used his power and ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=2
3.pdf,timexy,2,four years,"TIMEX3 type=""DURATION"" value=""P4Y""","escaped the physical abuse, but for the past four years he has used his power and ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=2
3.pdf,timexy,3,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=3
3.pdf,timexy,3,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=3
4.pdf,timexy,1,26 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-26T00:00:00""",Date: 26 June 2020 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=1
4.pdf,timexy,2,1 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-01T00:00:00""","Daily Mail Recording 1, published on 1 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=2
4.pdf,timexy,2,26  September  2015,"TIMEX3 type=""DATE"" value=""2015-09-26T00:00:00""",5.  This  recording  is  from  26  September  2015  (TB/File  4  Tab  154)  and  it  was  recorded ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=2
4.pdf,timexy,3,6 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-06T00:00:00""","Daily Mail Recording 2, published 6 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=3
4.pdf,timexy,3,May 2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",proceedings (TB/ File 4 Tab 155). I think the date of the call was around late May 2016. ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=3
4.pdf,DATE,3,the years,,"given the years that have passed and how much worse it has become, but at the time, ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=3
4.pdf,DATE,4,30  day,,13. I  understood  there  was  a  30  day  wait  period  in  California  after  filing  papers.  It  was ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=4
4.pdf,timexy,4,25 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","16. At paragraph 21 of his third witness statement dated 25 February 2020, Johnny lays ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=4
4.pdf,DATE,4,late 2014/early 2015,,"to this incident (save that it was late 2014/early 2015), and I cannot speak to it other ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=4
4.pdf,timexy,5,January 2015,"TIMEX3 type=""DATE"" value=""2015-01-01T00:00:00""",his doctors Connell Cowan and David Kipper from January 2015 (AH5/1-3) where Dr ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=5
4.pdf,DATE,5,early 2012,,That is not true. I started going to Johnny’s island as a guest in around early 2012. It ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=5
4.pdf,DATE,6,the end of 2015,,ATV (though towards the end of 2015 the road started to get paved so the journey time ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,timexy,6,August 2014,"TIMEX3 type=""DATE"" value=""2014-08-01T00:00:00""",island for him to detox in August 2014. I don’t believe she was around or nearby during ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,timexy,6,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",December 2015 incident  ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,DATE,6,the end of,,ATV (though towards the end of 2015 the road started to get paved so the journey time ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,timexy,6,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",December 2015 incident  ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,timexy,6,15 December 2015,"TIMEX3 type=""DATE"" value=""2015-12-15T00:00:00""",24. Things were bad between Johnny and me after the 15 December 2015 incident in our ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,DATE,6,20 December,,on 20 December and spent two days begging me to come to the Island for Christmas ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,timexy,6,two days,"TIMEX3 type=""DURATION"" value=""P2D""",on 20 December and spent two days begging me to come to the Island for Christmas ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,DATE,6,a week to,,"25. Johnny finally convinced me to go to the island.  So, a week to 10 days after the James ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,timexy,6,10 days,"TIMEX3 type=""DURATION"" value=""P10D""","25. Johnny finally convinced me to go to the island.  So, a week to 10 days after the James ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=6
4.pdf,DATE,7,a few days,,"26. There were several fights on the island, over a few days. Often Johnny would nod off ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=7
4.pdf,DATE,7,this weeks ago,,"through this weeks ago, this can’t be happening again”. He pushed me as I was leaving, ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=7
4.pdf,timexy,8,"21 

April  2016","TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=8
4.pdf,timexy,8,22  April  2016,"TIMEX3 type=""DATE"" value=""2016-04-22T00:00:00""",April  2016/early morning  of  22  April  2016.   Johnny  had  thrown my  phone  out  of the ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=8
4.pdf,DATE,9,a few months,,in my car (which I had only had back for a few months at that point); Starling drove the ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=9
4.pdf,DATE,9,the preceding weeks,,35. The trip was inevitably marred by the events of the preceding weeks and the fact that ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=9
4.pdf,DATE,9,that weekend,,my marriage was falling apart. Starling says I was intoxicated at times that weekend. I ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=9
4.pdf,DATE,10,almost every day,,"39. It is not at all correct that Kate was at my house or saw me almost every day, as she ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=10
4.pdf,timexy,10,10 March 2013,"TIMEX3 type=""DATE"" value=""2013-03-10T00:00:00""",41. On 10 March 2013 I told Kate about Johnny hitting me after being upset about Tasya.  ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=10
4.pdf,timexy,10,9  March  2013,"TIMEX3 type=""DATE"" value=""2013-03-09T00:00:00""","The  day  after  the  painting  incident  (9  March  2013),  I  sent  a  text  to  Kate,  telling  her ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=10
4.pdf,DATE,11,early 2014,,“There was long drama last night and I’ll tell her the story later”. By early 2014 or late ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,timexy,11,August 2013,"TIMEX3 type=""DATE"" value=""2013-08-01T00:00:00""",42. There was at least one distinct conversation at my house. Around July or August 2013 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,DATE,11,days  later,,"quite  jarring  and  when  we  spoke  maybe  a  few  days  later,  when  she  was  dropping ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,timexy,11,24 May 2014,"TIMEX3 type=""DATE"" value=""2014-05-24T00:00:00""","44. On 24 May 2014, I texted Kate about the Boston plane incident. I wrote ‘I have to leave ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,timexy,11,one day,"TIMEX3 type=""DURATION"" value=""P1D""","45. We also spoke about it in the Eastern Building, on the landing of PH5 one day in or ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,timexy,11,December 2014,"TIMEX3 type=""DATE"" value=""2014-12-01T00:00:00""","around December 2014. She noticed a scratch above my eye, touched it gently and ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,timexy,11,8 December 2014,"TIMEX3 type=""DATE"" value=""2014-12-08T00:00:00""",Kate also texted me on 8 December 2014 asking me “Love you sweetie- are u ok? Is ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=11
4.pdf,timexy,12,"5 November 

2014","TIMEX3 type=""DATE"" value=""2014-11-05T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=12
4.pdf,DATE,12,"4 

days",,,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=12
4.pdf,timexy,12,September 2013,"TIMEX3 type=""DATE"" value=""2013-09-01T00:00:00""",September 2013. I was impressed with Savannah’s work ethic and enthusiasm as an ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=12
4.pdf,DATE,12,a few days,,production and Johnny’s production were finished. Savannah travelled for a few days ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=12
4.pdf,timexy,12,November  2013,"TIMEX3 type=""DATE"" value=""2013-11-01T00:00:00""",to  the  US  with  me  in  November  2013  and  then  returned  to  the  UK.  Savannah  then ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=12
4.pdf,timexy,12,March 2014,"TIMEX3 type=""DATE"" value=""2014-03-01T00:00:00""",came to the US in late March 2014 and stayed with me whilst I was working on a film ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=12
4.pdf,timexy,13,21 April 2015,"TIMEX3 type=""DATE"" value=""2015-04-21T00:00:00""",56. On 21 April 2015 Johnny chartered a private plane to Australia where he was filming ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=13
4.pdf,timexy,13,May 2015,"TIMEX3 type=""DATE"" value=""2015-05-01T00:00:00""",59. In about May 2015 the Australian authorities were made aware that we had imported ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=13
4.pdf,timexy,14,one month,"TIMEX3 type=""DURATION"" value=""P1M""","for one month. I won’t go into all the details again, but at (TB/File 5 Tab 200) are my ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14
4.pdf,timexy,14,"18 

April 2016","TIMEX3 type=""DATE"" value=""2016-04-18T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14
4.pdf,timexy,14,October  2015,"TIMEX3 type=""DATE"" value=""2015-10-01T00:00:00""","proceedings  about  the  dogs  in October  2015.  This  is  not  true  and makes  no  sense, ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14
4.pdf,timexy,14,11  October  2015,"TIMEX3 type=""DATE"" value=""2015-10-11T00:00:00""","his  statement,  Kevin  refers  to  Marty’s  email  to  me  of  11  October  2015  at  07.29.  I ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14
4.pdf,DATE,14,11 October,,"this message (AH5/22-24). As can be seen, on 11 October I had emailed Marty to say ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=14
4.pdf,timexy,15,two years,"TIMEX3 type=""DURATION"" value=""P2Y""","exchange with Kevin Murphy. Despite taking place nearly two years before, it is still ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=15
4.pdf,timexy,16,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""",in Dr Kipper’s office when I went there for a concussion check after the December 2015 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=16
4.pdf,DATE,17,next  day,,"what  really  happened.  After  we  spoke,  she  followed  up  the  next  day  with  a  text ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17
4.pdf,timexy,17,30  May  2016,"TIMEX3 type=""DATE"" value=""2016-05-30T00:00:00""",message  I  sent  to  Lisa  Beane  on  30  May  2016  in  which  I  asked  for  the  medical ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17
4.pdf,timexy,17,December 2015,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","evaluation that was carried out  back in December 2015, and in which I explain that at ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=17
