file,label,page,text,id,surrounding_text,link,name,calculated_date,pretty_date
11.pdf,timexy,6,12 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party:  Defendants 
Exhibit JD 1 
Date:  12 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=6,Josh Drew,2020-02-12,Feb. 2020
11.pdf,timexy,4,12 February 20,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party: Defendants 
Exhibit JD  1 
Date:  12 February 20 20 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=4,Josh Drew,2020-02-12,Feb. 2020
11.pdf,timexy,7,12 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party:  Defe ndants 
Exhi bit JD 1 
Date:  12 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=7,Josh Drew,2020-02-12,Feb. 2020
11.pdf,timexy,1,12 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party: Defendants 
Exhibit JD 1 
Date:  12 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=1,Josh Drew,2020-02-12,Feb. 2020
11.pdf,timexy,2,12 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party: Defendants 
Exhibit JD 1 
Date:  12 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=2,Josh Drew,2020-02-12,Feb. 2020
11.pdf,timexy,3,12 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party: Defendants 
Exhibit JD 1 
Date:  12 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=3,Josh Drew,2020-02-12,Feb. 2020
11.pdf,timexy,5,12 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-12T00:00:00""","Name: Joshua Drew 
Party: Defendants 
Exhibit JD 1 
Date:  12 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=5,Josh Drew,2020-02-12,Feb. 2020
1.pdf,timexy,3,19  February 2020,"TIMEX3 type=""DATE"" value=""2020-02-19T00:00:00""",   19  February 2020  ,https://www.nickwallis.com/_files/ugd/5df505_786b359e45424370b08d40344ff8ecf1.pdf#page=3,Amber Heard,2020-02-19,Feb. 2020
1.pdf,timexy,1,19 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-19T00:00:00""",Date:  19 February 2020 ,https://www.nickwallis.com/_files/ugd/5df505_786b359e45424370b08d40344ff8ecf1.pdf#page=1,Amber Heard,2020-02-19,Feb. 2020
4.pdf,timexy,4,25 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-25T00:00:00""","16. At paragraph 21 of his third witness statement dated 25 February 2020, Johnny lays ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=4,Amber Heard,2020-02-25,Feb. 2020
2.pdf,timexy,3,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=3,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,2,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=2,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,6,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=6,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,7,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=7,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,8,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=8,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,8,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=8,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,9,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=9,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,1,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=1,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,4,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=4,Amber Heard,2020-02-26,Feb. 2020
2.pdf,timexy,5,26 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-26T00:00:00""","Name: Amber Heard 
Statement: Third 
Party: Defendants 
Exhibit AH 3
Dated 26 February 2020",https://www.nickwallis.com/_files/ugd/5df505_460ee721e9694b80a6d7446b25cf1945.pdf#page=5,Amber Heard,2020-02-26,Feb. 2020
3.pdf,timexy,1,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=1,Amber Heard,2020-03-19,Mar. 2020
3.pdf,timexy,2,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=2,Amber Heard,2020-03-19,Mar. 2020
3.pdf,timexy,3,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=3,Amber Heard,2020-03-19,Mar. 2020
3.pdf,timexy,3,19 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-19T00:00:00""","Dated    19 March 2020
 ",https://www.nickwallis.com/_files/ugd/5df505_f55080cc116f4a99aeed55d6e6492ee2.pdf#page=3,Amber Heard,2020-03-19,Mar. 2020
1.pdf,timexy,2,3 April 2020,"TIMEX3 type=""DATE"" value=""2020-04-03T00:00:00""",5.  The trial of this claim is taking place between 23 March – 3 April 2020 and I understand ,https://www.nickwallis.com/_files/ugd/5df505_786b359e45424370b08d40344ff8ecf1.pdf#page=2,Amber Heard,2020-04-03,Apr. 2020
11.pdf,timexy,3,21 May 20,"TIMEX3 type=""DATE"" value=""2020-05-21T00:00:00""",21 May 20 16. Rocky told me  that Johnny had ki cked Amber on  a plane after a fight about ,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=3,Josh Drew,2020-05-21,May 2020
8.pdf,timexy,11,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=11,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,10,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=10,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,9,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=9,Raquel Pennington,2020-06-01,Jun. 2020
11.pdf,timexy,2,June 20,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""",I first met Amber in June 20 14. I met Johnny sometime soon  after that.  Rocky was  living ,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=2,Josh Drew,2020-06-01,Jun. 2020
8.pdf,timexy,8,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=8,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,7,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=7,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,6,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=6,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,5,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=5,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,4,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=4,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,2,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=2,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,1,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=1,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,3,June 2020,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""","Name: Raquel Rose Pennington 
Party: Defendants 
Exhibit RRP2 
Date:       June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=3,Raquel Pennington,2020-06-01,Jun. 2020
8.pdf,timexy,10,"June 16, 2020","TIMEX3 type=""DATE"" value=""2020-06-16T00:00:00""","Date: June 16, 2020 ",https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=10,Raquel Pennington,2020-06-16,Jun. 2020
4.pdf,timexy,21,26 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-26T00:00:00""",Date: 26 June 2020 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=21,Amber Heard,2020-06-26,Jun. 2020
4.pdf,timexy,20,26 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-26T00:00:00""","Amber Heard 
26 June 2020.  ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=20,Amber Heard,2020-06-26,Jun. 2020
4.pdf,timexy,1,26 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-26T00:00:00""",Date: 26 June 2020 ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=1,Amber Heard,2020-06-26,Jun. 2020
5.pdf,timexy,9,4 July 2020,"TIMEX3 type=""DATE"" value=""2020-07-04T00:00:00"""," 
 
…………………………………….. 
 
Amber Heard 
4 July 2020 
 ",https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=9,Amber Heard,2020-07-04,Jul. 2020
5.pdf,timexy,1,4 July 2020,"TIMEX3 type=""DATE"" value=""2020-07-04T00:00:00""",Date:  4 July 2020 ,https://www.nickwallis.com/_files/ugd/5df505_594d5052b051445c915a232155d1ba25.pdf#page=1,Amber Heard,2020-07-04,Jul. 2020
6.pdf,timexy,5,6 July 2020,"TIMEX3 type=""DATE"" value=""2020-07-06T00:00:00"""," 
 
…………………………………….. 
Amber Heard 
6 July 2020 
 ",https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=5,Amber Heard,2020-07-06,Jul. 2020
6.pdf,timexy,1,6 July 2020,"TIMEX3 type=""DATE"" value=""2020-07-06T00:00:00""",Date:  6 July 2020 ,https://www.nickwallis.com/_files/ugd/5df505_d693dfaa1502427db91ef06b574b1d05.pdf#page=1,Amber Heard,2020-07-06,Jul. 2020
11.pdf,timexy,256,April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","Afte r I re move d mys e lf from Ms . He a rd's  pre s e nce  in the  pe nthous e  on April 21,",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=256,Josh Drew,2021-04-01,Apr. 2021
11.pdf,timexy,73,April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""",8 Ms. Heard's birthday party on April 21?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=73,Josh Drew,2021-04-01,Apr. 2021
11.pdf,timexy,59,1 April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","1 April 21.  I would like it, Mr. Drew, if you could         04:19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59,Josh Drew,2021-04-01,Apr. 2021
11.pdf,timexy,77,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","1       Q   Yes.                                             06:18
2       A   Not to my knowledge.
3       Q   Oh, strike that.  I may have misspoken.
4           Did Ms. Pennington tell you that Ms. Heard
5 had spent the night with Mr. Depp -- try again.            06:18
6           That Ms. -- did Ms. Pennington tell you
7 that Ms. Heard spent the night with Mr. Musk during
8 the week after the May 21 incident?
9       A   I don't recall exactly, but it would have",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=77,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,24,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",7 of the evening of May 21?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=24,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,28,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",8 events of May 21; correct?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=28,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,28,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",8 events of May 21; correct?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=28,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,241,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","The purpose of this document is to describe, in the best possible manner, my description of events I
was directly witness to on the evening of Saturday, May 21.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=241,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,48,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","10           MR. CHEW:  Move to --                            02:59
11           THE WITNESS:  And I'm trying not to parse
12 it into what's written.
13           MR. CHEW:  Move to strike.  Multiple
14 hearsay; lacks personal knowledge.
15 BY MS. KAPLAN:                                             03:00
16       Q   Who told you that?
17       A   If memory serves, it was Raquel.
18       Q   And --
19           MR. CHEW:  Move to strike.  Hearsay.
20 BY MS. KAPLAN:                                             03:00
21       Q   And you say you don't recall exactly when
22 you became aware of -- let's call it the -- the
23 plane incident.  Are you -- and then you said it
24 could even have been as late as May 21.
25       A   Somewhere afterwards, yes.                       03:00",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=48,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,59,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",22 of the declaration.  Let's go to the May 21,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=59,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,64,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",14       A   May 21.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=64,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,240,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","The purpose of this document is to describe, in the best possible manner, my description of events
was directly witness to on the evening of Saturday, May 21.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=240,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,64,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",14       A   May 21.,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=64,Josh Drew,2021-05-01,May 2021
11.pdf,timexy,64,2 May 21,"TIMEX3 type=""DATE"" value=""2021-05-02T00:00:00""","1       Q   And is this image of Ms. Heard's face on         04:53
2 May 21 consistent with your recollection of what her
3 face looked like?
4       A   Yes.
5       Q   And am I correct that unlike -- it's a           04:53
6 little hard to see because there's shadow on the
7 right, but unlike the prior incident that we looked
8 at where there were photos here, the injury looks
9 like it's mostly on one side.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=64,Josh Drew,2021-05-02,May 2021
11.pdf,timexy,28,8 May 21,"TIMEX3 type=""DATE"" value=""2021-05-08T00:00:00""",8 May 21?,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=28,Josh Drew,2021-05-08,May 2021
11.pdf,timexy,65,20 May 21,"TIMEX3 type=""DATE"" value=""2021-05-20T00:00:00""","1 wall?                                                      04:55
2       A   It's going to be objected, but my
3 understanding was that it was Johnny.
4           MR. CHEW:  Move to strike.  Lack of
5 foundation; hearsay.                                       04:55
6 BY MS. KAPLAN:
7       Q   We're trying to get you ready for law
8 school.
9           MR. CHEW:  It's kind of first-year -- it's
10 first-year law school.  It's not even third-year law       04:55
11 school.
12 BY MS. KAPLAN:
13       Q   It's hard to see in the -- in the
14 pictures, but was -- were some of the glass frames
15 broken when you took the photos?                           04:55
16       A   I honestly don't recall.
17       Q   Okay.  Let's go to the next photo where
18 it's clearer.
19           Do you recall seeing this on the night of
20 May 21?                                                    04:55
21       A   Yes.  This is on the column in PH 5 going
22 up the stairs.
23       Q   And there, there -- the glass on the
24 pictures were shattered?
25       A   Yes.                                             04:56",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=65,Josh Drew,2021-05-20,May 2021
11.pdf,timexy,240,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","I declare under penalty of perjury that the foregoing is true and correct. Executed on Sunday, May 22.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=240,Josh Drew,2022-05-01,May 2022
11.pdf,timexy,242,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","I declare under penalty of perjury that the foregoing is true and correct. Executed on Sunday, May 22.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=242,Josh Drew,2022-05-01,May 2022
11.pdf,timexy,40,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","10       A   Okay.                                            02:04
11           MS. KAPLAN:  Are we marking -- Counsel,
12 are we marking this as Drew 6?
13           MR. CHEW:  6, Drew 6.
14 BY MR. CHEW:
15       Q   Was that from Amber to you?                      02:04
16           MS. VIGLIETTA:  Objection.  Foundation.
17           MR. CHEW:  I'm asking him.
18 BY MR. CHEW:
19       Q   Was that -- did you receive this from
20 Amber on or about May 22, at 10:58?                        02:05
21       A   I don't specifically recall, but that is
22 my number, and it rings a bell.
23       Q   She says:
24           ""I don't want to bother her on her big
25           day.""                                            02:05",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=40,Josh Drew,2022-05-01,May 2022
11.pdf,timexy,28,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","1 to what I'm asking about, but on May 22nd, the day        12:21",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=28,Josh Drew,2022-05-01,May 2022
8.pdf,timexy,10,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""",48. The next day May 22 I wrote a statement saying what had happened during the incident ,https://www.nickwallis.com/_files/ugd/5df505_b75801ae5e3b410ca75846e0327b229d.pdf#page=10,Raquel Pennington,2022-05-01,May 2022
11.pdf,timexy,170,16/05/22,"TIMEX3 type=""DATE"" value=""2022-05-16T00:00:00""","05/21/16 22:09 TELETYPE FROM NYPD ICAD #D16052125292, FEMALE STATED SHE WAS ON PHONE
05/21/16 22:09 WITH HER FRIEND AND SHE BEGAN SCREAMING AT HER HUSBAND, SUB) ^AMBER
17
P
05/21/16 22:09 HEARD ^, HUSBAND ""JOHNNY HEARD"" M/W 53 YRS, 511, NFD /NFI
05/21/16 22:09 Units Recomrrended:BPD /1A85 -W3 PD /1A85 -W3 BPD/1A85-W3 BPD /1A85-W3 BPD /1A85 -W3 37
05/21/16 22:09 LOC INFO REVIEWED: S
05/21/16 22:09 IN PENTHOUSE #3
05/21/16 22:09 Apartment Number CHANGED To: 3
05/21/16 22:16 Stacked Incident LPDLPD160521005437 To:PD /1A61 -W3
05/21/16 22:16 Stacked IncAck'd LPDLPD160521005437 By: PD /1A61 -W3
05 /21/16 22:17 Stat: DS PD /1A61 W3 Loc: 840 S BROADWAY
05/21/16 22:17 Stat: ER PD /1A61 -W3 Lac: 849 S BROADWAY
05/21/16 22:17 Primary Unit Changed PD1A61 -W3
05/21/16 22:17 ,Unit CHANGED To: PD1A61 -W3
05/21/16 22:24/Stat: AS PD /1A61 -W3 Loc: 849 S BROADWAY
05/21/16 23:021
05/21/16 23:021Stacked IncAck'd LPDLPD160521005437 By:PD /1A61 -W3
05/22/16
03:00 Stat: DS PD /1A61 -W3 Loc: 849 S BROADWAY
05/22/16
03:01 Stat: AS PD /1A61 -W3 Loc: 849 S BROADWAY
05/22/16 03:01 RELATED TO PREY INC. VERBAL ARGUMENT ONLY. CHECKED RES.
05/22/16 03:01 Stat: CL PD /1A61 -W3
05/22/16 03:01 Incident Closed: 16/05/22 03:01
05/22/16 03:01 Disposition #1 CHANGED To: GOASN:GONE ON ARRIVAL SUPV NO
05/22/16 03:01 GOASN:GONE ON ARRIVAL SUPV NO",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170,Josh Drew,2022-05-16,May 2022
11.pdf,timexy,47,May 24,"TIMEX3 type=""DATE"" value=""2024-05-01T00:00:00""","1 2013, Los Angeles, California.""                            02:58
2           Then on page 2, it says, ""March 8, 2013,
3 Los Angeles, California.""
4           Later on that same page, page 2, ""May 24,
5 2014, flight from Boston, Massachusetts, to                02:58
6 Los Angeles, California.""
7           Were you later, once you had started to
8 date Rocky, made aware of any of those incidents?
9       A   The only one would be the -- the flight
10 from Boston.                                               02:58
11       Q   Okay.  And how did you become aware of
12 that?
13       A   I honestly couldn't tell you the exact
14 circumstance that predicated it, and honestly, I
15 couldn't tell you whether it was early on in the           02:58
16 relationship or whether it came up following that
17 final May 21st incident.
18           I'm -- I'm trying to take myself out of
19 it, because, obviously, reading the context adds
20 information to it.  The only thing that I really was       02:59
21 told at that time was that they had had an argument.
22 It was related to one of her projects and that at a
23 certain point, he kicked her.
24           And it was in -- one of the few incidents
25 that actually happened in front of people that             02:59
Page 157",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=47,Josh Drew,2024-05-01,May 2024
4.pdf,timexy,19,July 27,"TIMEX3 type=""DATE"" value=""2027-07-01T00:00:00""",on July 27. ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=19,Amber Heard,2027-07-01,Jul. 2027
