file,label,page,text,id,surrounding_text,link
11.pdf,timexy,32,Mar  28,"TIMEX3 type=""DATE"" value=""2028-03-01T00:00:00""","AH 
to  me 
Mar  28f  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=32
11.pdf,timexy,33,Mar  28,"TIMEX3 type=""DATE"" value=""2028-03-01T00:00:00""","to  Savannah, AH 
Mar  28,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=33
11.pdf,timexy,33,Mar  28,"TIMEX3 type=""DATE"" value=""2028-03-01T00:00:00""","to  Savannah, AH 
Mar  28,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=33
11.pdf,timexy,34,"Feb 21, 2015","TIMEX3 type=""DATE"" value=""2015-02-21T00:00:00""","Savannah  Mcmillan 
to Trudy, me, Amber 
Feb 21, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=34
11.pdf,timexy,34,Feb  21,"TIMEX3 type=""DATE"" value=""2021-02-01T00:00:00""","Trudy Salven 
to  Savannah,  me, Amber 
Feb  21, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=34
11.pdf,timexy,35,"Feb 5,  2015","TIMEX3 type=""DATE"" value=""2015-02-05T00:00:00""","to  Kate, me, AMBER 
Feb 5,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=35
11.pdf,DATE,35,Monday 9th,,"All  5 suitcases are set to  arrive at 
the  London production office on 
Monday 9th, each suitcase  is 
labelled with  my  name on. The 
address: 
FAO HARRIET WORTH ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=35
11.pdf,timexy,36,27 October 2014,"TIMEX3 type=""DATE"" value=""2014-10-27T00:00:00""","Uber  Receipts 
Your Monday afternoon trip with Uber 
27 October 2014 $4.00 Thanks for choosin,,. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=36
11.pdf,timexy,36,7 October 2014,"TIMEX3 type=""DATE"" value=""2014-10-07T00:00:00""","Uber  Receipts 
Your Monday afternoon trip with Uber 
27 October 2014 $4.00 Thanks for choosin,,. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=36
11.pdf,timexy,36,27 Oct  2014,"TIMEX3 type=""DATE"" value=""2014-10-27T00:00:00""","On 27 Oct  2014, at 16:14, 
Savannah Mcmillan 
<
wrote: ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=36
11.pdf,timexy,37,"Mar 17, 2016","TIMEX3 type=""DATE"" value=""2016-03-17T00:00:00""","to  Kristy, me 
Mar 17, 2016  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=37
11.pdf,DATE,37,few  days,,"Just  wanted to  introduce  myself; 
I'm  Savannah -  Amber  Heard's 
assistant. Nice to  e-meet  you! 
Please feel free to  contact  me  with 
any  questions/  queries, and  let  me 
know  if  I can  help at  all over  the 
next  few  days. I wanted to  check  in 
on  Amber's  packages that  are 
arriving today  via  Excalibur. You 
should  be  expecting  a suitcase  and 
a  large garment  bag  (two  items  in 
total), they  should  be  arriving  at  the 
production  address, addressed to 
'Savannah  Mcmillan'/  'Slim'. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=37
12.pdf,timexy,1,14 March 2016,"TIMEX3 type=""DATE"" value=""2016-03-14T00:00:00""",have represented since 14 March 2016. ,https://www.nickwallis.com/_files/ugd/5df505_6ea7ec8b1b7a4760bcedd7f4225863d2.pdf#page=1
12.pdf,timexy,2,21  April  2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","birthday  celebration for  his  former  wife,  Ms  Amber Heard,  on 21  April  2016  when he  was ",https://www.nickwallis.com/_files/ugd/5df505_6ea7ec8b1b7a4760bcedd7f4225863d2.pdf#page=2
12.pdf,timexy,2,21  April  2016,"TIMEX3 type=""DATE"" value=""2016-04-21T00:00:00""","birthday  celebration for  his  former  wife,  Ms  Amber Heard,  on 21  April  2016  when he  was ",https://www.nickwallis.com/_files/ugd/5df505_6ea7ec8b1b7a4760bcedd7f4225863d2.pdf#page=2
12.pdf,DATE,2,the day,,"meeting had finished,  Mr Depp left to return home directly,  given that it was  already late in 
the day. ",https://www.nickwallis.com/_files/ugd/5df505_6ea7ec8b1b7a4760bcedd7f4225863d2.pdf#page=2
12.pdf,timexy,3,10 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-10T00:00:00""",10 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_6ea7ec8b1b7a4760bcedd7f4225863d2.pdf#page=3
13.pdf,timexy,1,6 March 2020,"TIMEX3 type=""DATE"" value=""2020-03-06T00:00:00""","Claimant 
W Ryder 
First 
Dated 6 March 2020 ",https://www.nickwallis.com/_files/ugd/5df505_1548556eb54b487883f8730eb3b2e62c.pdf#page=1
13.pdf,DATE,2,the last few years,,the last few years by Johnny Depp's ex-wife Amber Heard. ,https://www.nickwallis.com/_files/ugd/5df505_1548556eb54b487883f8730eb3b2e62c.pdf#page=2
13.pdf,DATE,2,years  ago,,I  knew  Johnny very well  years  ago.  We were  together as a  couple  for ,https://www.nickwallis.com/_files/ugd/5df505_1548556eb54b487883f8730eb3b2e62c.pdf#page=2
13.pdf,timexy,2,four years,"TIMEX3 type=""DURATION"" value=""P4Y""","four years,  and  I counted  him as  my best friend,  and  as close  to  me  as ",https://www.nickwallis.com/_files/ugd/5df505_1548556eb54b487883f8730eb3b2e62c.pdf#page=2
13.pdf,timexy,3,6  March 2020,"TIMEX3 type=""DATE"" value=""2020-03-06T00:00:00""","Claimant 
W Ryder 
First 
Dated 6  March 2020 ",https://www.nickwallis.com/_files/ugd/5df505_1548556eb54b487883f8730eb3b2e62c.pdf#page=3
15.pdf,DATE,1,"1 
Date",,"On behalf of:  Claimant 
Witness:  Sean Bett 
No:  First 
Exhibit:  SB 1 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=1
15.pdf,timexy,1,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Sean Bett 
No:  First 
Exhibit:  SB 1 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=1
15.pdf,DATE,1,16  years,,"2004.  Following  that,  I have  been working  in private  security  for  the  past  16  years. ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=1
15.pdf,DATE,1,9  years,,"For  the  past  9  years  I  have  been  working  exclusively  with  the  Claimant,  Mr  John ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=1
15.pdf,timexy,2,7 days,"TIMEX3 type=""DURATION"" value=""P7D""","in Los Angeles, I would have been with Mr Depp and Ms Heard between 5 and  7 days ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=2
15.pdf,timexy,2,April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""",April 21 '\ 2016 ,https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=2
15.pdf,timexy,2,April  21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","On April  21'', 2016,  I remember driving Mr Depp to  a party for  Ms  Heard's birthday. ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=2
15.pdf,timexy,3,"1 

May 21","TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=3
15.pdf,timexy,3,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","May 21 '', 2016 ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=3
15.pdf,timexy,3,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","May 21 '', 2016 ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=3
15.pdf,timexy,5,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=5
15.pdf,DATE,6,"1 
Date",,"On behalf of:  Claimant 
Witness:  Sean Bett 
No:  First 
Exhibit:  SB 1 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=6
15.pdf,timexy,6,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Sean Bett 
No:  First 
Exhibit:  SB 1 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_68a3353621a54f36a2d646d1a8a614c4.pdf#page=6
17.pdf,DATE,1,one  month,,"manager  in  London  for  one  month,  in  October  2014,  and  subsequently  Australia for  seven ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=1
17.pdf,timexy,1,October  2014,"TIMEX3 type=""DATE"" value=""2014-10-01T00:00:00""","manager  in  London  for  one  month,  in  October  2014,  and  subsequently  Australia for  seven ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=1
17.pdf,DATE,1,"seven 

months",,,https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=1
17.pdf,timexy,1,February  2015,"TIMEX3 type=""DATE"" value=""2015-02-01T00:00:00""","months,  from  February  2015  to  August  2015,  during  Mr  Depp's  filming  of Pirates  of the ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=1
17.pdf,timexy,1,August  2015,"TIMEX3 type=""DATE"" value=""2015-08-01T00:00:00""","months,  from  February  2015  to  August  2015,  during  Mr  Depp's  filming  of Pirates  of the ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=1
17.pdf,timexy,2,3  March  2015,"TIMEX3 type=""DATE"" value=""2015-03-03T00:00:00""",a.8.  On  or  around  3  March  2015  Ms  Heard  and  the  Claimant  were  in  Australia.  The ,https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=2
17.pdf,DATE,2,the first  day,,"injuries including a  broken lip,  swollen nose,  and cuts all over her body.  On  the first  day, ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=2
17.pdf,DATE,2,that day,,"argued thafMDMA was not on his ""not allowed"" list,  which Ms Heard disputed.  [11  response, 
the Claimant swallowed more pills and chased them down with liquor. Ms Heard,  concerned 
about the interaction of the various drugs  the  Claimant  was taking,  asked him what else he 
had taktJn  that day.  The  Claimant screamed at her and grabbed her by the  wrist as she tried 
/ol(l{.We ihe room,  then  violently dropped it and .mid words to the  effect ""f ""leave anyway"". 
Sfje,leftthetoom ant) barricaded herself into another room.  1'he Claim011t br""ke through the ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=2
17.pdf,DATE,2,the  day,,"\dppf'.;/::Zn.d  attacktJd U~ Heard.  During the  course  of the  day.  the  Claimant  hit Ms  Heard 
..  lfl.!J#ikl!#  tim"";S.  shpved tmd pushed her to  the ground.  choked her,  a11d  spat  in her .face.  111e 
CJl!f11ian.t then/umtled her a  liquor botlle  that he  was dri11king from  and asked her,  ""What 
.~,~~~·</P?''JYhenMs Heard threw thtl bottle 011  the float;  the Claimant responded 
········•· ~ f.lP.t:I. unopened gla~~~ bottles at her .. 
··. ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=2
17.pdf,timexy,3,March  2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""","7;  In  March  2015  I  was .urgently  summoned  by  my  colleagues  to  the  rented  house  I  was 
'fQIU)&blg  llll behalf of Mr  Depp  and  Ms  Heard  in  Australia.  When  I arrived,  I  found  a 
......  'ti~.iwt ll;lll.···.·.·. ount  of damage,  partioularly .to  the  bar  area  on  the  lower  ground  floor.  The 
.>  .( ·•· 
f'i~ .. ·f~s '<mlrror  behind  the  bar was  heavily  cracked  and  there  was  broken  glass  and  other  debris 
·•··· ••J;:~~e~ on ltl\d around the bar. ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=3
17.pdf,DATE,4,a weekend,,"to take her and Mr Depp's dogs to a local  groomer to be cared for over a weekend whilst they 
travelled. Over this weekend, the grooming staff posted a number of photographs of the dogs 
online.  The publication of the dogs'  presence  in Australia alerted the authorities  to  the fact ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=4
17.pdf,DATE,4,this weekend,,"to take her and Mr Depp's dogs to a local  groomer to be cared for over a weekend whilst they 
travelled. Over this weekend, the grooming staff posted a number of photographs of the dogs 
online.  The publication of the dogs'  presence  in Australia alerted the authorities  to  the fact ",https://www.nickwallis.com/_files/ugd/5df505_74a6e8721ad44915b636db76f0eddc13.pdf#page=4
19.pdf,DATE,1,approximately 3  years,,Broadway in Los Angeles.  I  lived  in this  unit  fo r approximately 3  years and  7 mo nths from ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=1
19.pdf,timexy,1,March 2013,"TIMEX3 type=""DATE"" value=""2013-03-01T00:00:00""",March 2013 until November of2016.  I have known.Mr Depp for almost 40 years. ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=1
19.pdf,DATE,1,November of2016,,March 2013 until November of2016.  I have known.Mr Depp for almost 40 years. ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=1
19.pdf,timexy,1,40 years,"TIMEX3 type=""DURATION"" value=""P40Y""",March 2013 until November of2016.  I have known.Mr Depp for almost 40 years. ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=1
19.pdf,DATE,2,May 2211d,,"7.  On  May 2211d ,  2016,  as  I  left my apartment a bit after noon time, I made my way through the ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=2
19.pdf,DATE,3,the past,,looked  to  me just as natural and  normal as all  the other times I've seen it over the past 3 years ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=3
19.pdf,timexy,3,3 years,"TIMEX3 type=""DURATION"" value=""P3Y""",looked  to  me just as natural and  normal as all  the other times I've seen it over the past 3 years ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=3
19.pdf,timexy,4,2 December 20,"TIMEX3 type=""DATE"" value=""2020-12-02T00:00:00""","On  behalf of: Claimant 
Witness: Isaac Baruch 
No: First 
Dated:  I 2 December 20 19 ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,4,next  day,,"10.  The  next  day,  on  May 23rd,  20 16,  Ms Heard  knocked  on my door somewhere between late ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,4,May 23rd,,"10.  The  next  day,  on  May 23rd,  20 16,  Ms Heard  knocked  on my door somewhere between late ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,4,20 16,,"10.  The  next  day,  on  May 23rd,  20 16,  Ms Heard  knocked  on my door somewhere between late ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,4,the day,,with the start of a chest cold and that l'd be upstairs  lying down for the day. She seemed  a  bit ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,4,the day,,with the start of a chest cold and that l'd be upstairs  lying down for the day. She seemed  a  bit ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,4,"Wednesday, May 25th",,"11. During  the  day  of either Tuesday,  May  24th  2016  or Wednesday, May 25th  2016  (I  cannot ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=4
19.pdf,DATE,5,this day,,"12. A  sho1t  while later was the second  time that I  saw Ms Heard on this day, when I was corning ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,5,May  25th  2016,,"13. On  either  Wednesday,  May  25th  2016  or Thursday,  May  26th  2016  (I  cannot  recall  exactly ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,5,this pa1ticular  week of May 23rd 2016 to May,,"which date) I saw Ms Heard for the last time of this pa1ticular  week of May 23rd 2016 to May 
27111  2016.  lt  was  early  evening  time  and  I  was  entering  the  garage  lobby  to  go  into  the ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,5,1 1111,,"sure,  maybe  som e  aspirin  or so111elhi11g'!""  and  l  smiled  and  said ,  ""1 1111  sure. it's  all good, ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,5,"Friday, June 3rd 

2016",,,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,timexy,5,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""",14. Although I  saw  and  spoke to Ms Heard within the dates of May 22 11d  2016 through May 26th ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,5,11d  2016,,14. Although I  saw  and  spoke to Ms Heard within the dates of May 22 11d  2016 through May 26th ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,5,"May 26th 

2016",,,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=5
19.pdf,DATE,6,May  21st,,"night  May  21st,  2016.  From  my  point  of view  of knowledge  I  was  clueless  of Ms Heard's 
intentions the entire week of May 23rd_27ih 2016. ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,the entire week of May 23rd_27ih 2016,,"night  May  21st,  2016.  From  my  point  of view  of knowledge  I  was  clueless  of Ms Heard's 
intentions the entire week of May 23rd_27ih 2016. ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,timexy,6,three years,"TIMEX3 type=""DURATION"" value=""P3Y""",15.  I definitely did assume after three years of what I witnessed and what Mr Depp had confided ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,the weekend of,,"ve1y confused when I saw an internet news repmt sometime  d ming the weekend of Saturday, 
May 28111  2016 and  Sunday, May 29111 2016, showing Ms Heard  with  a facial brnise and filing ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,May 28111  2016,,"ve1y confused when I saw an internet news repmt sometime  d ming the weekend of Saturday, 
May 28111  2016 and  Sunday, May 29111 2016, showing Ms Heard  with  a facial brnise and filing ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,"Sunday, May 29111 2016",,"ve1y confused when I saw an internet news repmt sometime  d ming the weekend of Saturday, 
May 28111  2016 and  Sunday, May 29111 2016, showing Ms Heard  with  a facial brnise and filing ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,"Wednesday, June  l st 2016",,"photos published  in  People Magazine onJine  around  Wednesday, June  l st 2016, in  which Ms ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,timexy,6,May 22,"TIMEX3 type=""DATE"" value=""2022-05-01T00:00:00""","I  had  first-hand  witnessed Ms Heard's face between May 22 11d and  May 26th, 2016, and  there ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,May 26th,,"I  had  first-hand  witnessed Ms Heard's face between May 22 11d and  May 26th, 2016, and  there ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,DATE,6,"Friday, June Jrd 2016",,"16. On Friday, June Jrd 2016, at around  11 pm late evening, I answered  the knock at my door and ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=6
19.pdf,timexy,7,3 years,"TIMEX3 type=""DURATION"" value=""P3Y""","17.  In the 3 years from  2013  to 2016 when Mr Depp, Ms Heard , and 1 all  resided at the Eastern at ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=7
19.pdf,timexy,7,one day,"TIMEX3 type=""DURATION"" value=""P1D""","18. Within  the first  year  in  2013  of living  in  the  Eastern,  Mr Depp one day knocked  on my door ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=7
19.pdf,DATE,7,a year,,"in  stone John.  A  relationship doesn't have to  last forever.  It could last a day,  a 111011th, a year, ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=7
19.pdf,timexy,8,March  20,"TIMEX3 type=""DATE"" value=""2020-03-01T00:00:00""","21.  Between March  20 13  and  May  20 16, I've witnessed  Mr Depp  leave the Eastern residence at ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=8
19.pdf,timexy,8,May  20,"TIMEX3 type=""DATE"" value=""2020-05-01T00:00:00""","21.  Between March  20 13  and  May  20 16, I've witnessed  Mr Depp  leave the Eastern residence at ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=8
19.pdf,DATE,9,next  week  or,,"26.  For  the  next  week  or so,  I  went over and  spent  time with Mr Depp  to talk and  listen  as  he ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=9
19.pdf,timexy,10,12  December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",12  December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=10
19.pdf,timexy,11,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of: Claimant 
Witness: Isaac Baruch 
No: First 
Dated : 12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=11
19.pdf,DATE,11,333 1688v,,333 1688v l ,https://www.nickwallis.com/_files/ugd/5df505_4d9d0d82863841228fa367d563131602.pdf#page=11
20.pdf,timexy,1,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Alejandro Romero 
No:  First 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=1
20.pdf,timexy,2,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Alejandro Romero 
No:  First 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=2
20.pdf,timexy,2,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","physically abused his former wife, Ms Amber Heard, on May 21, 2016. ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=2
20.pdf,timexy,2,July 2015,"TIMEX3 type=""DATE"" value=""2015-07-01T00:00:00""",the Eastern for the first time in around July 2015 but I understand that she was not resident at ,https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=2
20.pdf,timexy,2,March  2016,"TIMEX3 type=""DATE"" value=""2016-03-01T00:00:00""",the  Eastern  until  around  March  2016.  I  frequently  saw  Ms  Heard  both  in  person  and  on ,https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=2
20.pdf,timexy,2,"March 

2015","TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=2
20.pdf,DATE,2,the week,,"stay overnight. Otherwise, there is no 24-hour security on site at the Eastern during the week. ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=2
20.pdf,timexy,3,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness: Alejandro Romero 
No:  First 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=3
20.pdf,timexy,3,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","Saturday, May 21, 2016 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=3
20.pdf,timexy,3,"May 21, 

2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=3
20.pdf,timexy,3,"May 25, 2016","TIMEX3 type=""DATE"" value=""2016-05-25T00:00:00""","II.  Wednesday, May 25, 2016 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=3
20.pdf,timexy,3,May  25,"TIMEX3 type=""DATE"" value=""2025-05-01T00:00:00""","10. On  Wednesday,  May  25,  2016  I  was  working  at  the  front  desk  of the  Eastern  during  my ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=3
20.pdf,timexy,4,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Alejandro Romero 
No:  First 
Date: 12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=4
20.pdf,timexy,4,May  23,"TIMEX3 type=""DATE"" value=""2023-05-01T00:00:00""","14.  I  do  not  recall  seeing  Ms  Heard  on  any  other  day  during  the  week  commencing  May  23, ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=4
20.pdf,timexy,5,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness: Alejandro Romero 
No: First 
Date:  12 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_0577dcc1d0a64761896b7d76d95cba29.pdf#page=5
